Key,Value/DialogueText/Hash,Value/DialogueText/Text,Value/DialogueAudioID,Value/JPLipRef/Package,Value/JPLipRef/Path,Value/ENLipRef/Package,Value/ENLipRef/Path
Event_01_011,0E3325E34E9B05FA172406B32C34853D,I ought to do it. He was my best friend.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_011_LIP.jp_Event_01_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_011_LIP.en_Event_01_011_LIP,
Event_01_012,48D7A4804AF7D27086067DB1FBB34367,But I'm the only one who can. The shard experiments prepared me for combat. Let them amount to something.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_012_LIP.jp_Event_01_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_012_LIP.en_Event_01_012_LIP,
Event_01_013,E66F07D44950C96A9EC345AE73E38F40,Ten whole years... What put me in that sleep?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_013_LIP.jp_Event_01_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_013_LIP.en_Event_01_013_LIP,
Event_01_014,0499E98E4B77839576109B840A7BB336,I wish I had the answer.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_014_LIP.jp_Event_01_014_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_014_LIP.en_Event_01_014_LIP,
Event_01_015,86A9E328464DE185BA7AA896C313D480,"All I know is the spell that stopped time for you was advanced, arcane...",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_015_LIP.jp_Event_01_015_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_015_LIP.en_Event_01_015_LIP,
Event_01_016,79E372AA45ACE783B79551BF5FAE5A3F,"But by observing the ebb of the magic's hold on you, I was able to predict exactly when you would wake up.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_016_LIP.jp_Event_01_016_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_016_LIP.en_Event_01_016_LIP,
Event_01_017,05B979BD4162033D70E51B87219AA9F4,"Oh, I see...",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_017_LIP.jp_Event_01_017_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_017_LIP.en_Event_01_017_LIP,
Event_01_018,CB130C1648435DCEF95B398A3D6A2F27,We'll make landfall soon. You should get ready.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_018_LIP.jp_Event_01_018_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_018_LIP.en_Event_01_018_LIP,
Event_01_019,68A88B454BB10E5278E724A3091CA8C1,I had the chest there packed with essential equipment. Now would be a good time to put it on.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_019_LIP.jp_Event_01_019_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_019_LIP.en_Event_01_019_LIP,
Event_01_020,CCA7CBA24491D23036E1DC95CA1495ED,"Good, you're prepared. The next order of business is to—",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_020_LIP.jp_Event_01_020_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_020_LIP.en_Event_01_020_LIP,
Event_01_021,D8ECB45647E503F170F807A5CCAC3AF6,I'll take care of it.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_021_LIP.jp_Event_01_021_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_021_LIP.en_Event_01_021_LIP,
Event_01_022,DB30FA0C47CB74815955B7B4A402D77C,Was that a shard?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_022_LIP.jp_Event_01_022_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_022_LIP.en_Event_01_022_LIP,
Event_01_023,20D9810344768376828AE8817A53AD67,I'd... forgotten the way it felt... Like uninvited claws scraping across my bones...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_023_LIP.jp_Event_01_023_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_023_LIP.en_Event_01_023_LIP,
Event_01_024,D85CC6184FD0D0AB702042822F817DDC,"The demon's power was transmuted into that shard, which forcibly bonded to the crystal embedded in your body.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_024_LIP.jp_Event_01_024_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_024_LIP.en_Event_01_024_LIP,
Event_01_025,893431FD4DF8A7ABE5CDF2BB99AA6200,"The strength you gain from it is undeniable, but eventually... the crystal will devour you.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_025_LIP.jp_Event_01_025_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_025_LIP.en_Event_01_025_LIP,
Event_01_026,6A034DE34C993FED48D77EB8343C3128,I thought the procedure you discovered halted the corruption.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_026_LIP.jp_Event_01_026_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_026_LIP.en_Event_01_026_LIP,
Event_01_027,FC81F6DB441A21401DB4B1A3E94C3215,"It did, but that doesn't guarantee you'll be safe if you start absorbing shards in massive quantities.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_027_LIP.jp_Event_01_027_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_027_LIP.en_Event_01_027_LIP,
Event_01_028,6F225C3D400DA9D8CF9D9ABF1B04CCFE,I know my body's limits better than anyone.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_028_LIP.jp_Event_01_028_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_028_LIP.en_Event_01_028_LIP,
Event_01_029,435E82314971E0E77869C5B4F106C99C,And I'm going to need all the power I can get. ,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_029_LIP.jp_Event_01_029_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_029_LIP.en_Event_01_029_LIP,
Event_01_030,E8065F1742C6CAD99301749DEDC54520,"If I run into trouble, you can help me. You've done it before. You'll do it again.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_030_LIP.jp_Event_01_030_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_030_LIP.en_Event_01_030_LIP,
Event_01_031,CCA19A2446189140048DBBA32D2CB25F,"Thanks for giving me a choice in the matter. Well, I won't let you down. Not if I can help it.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_031_LIP.jp_Event_01_031_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_031_LIP.en_Event_01_031_LIP,
Event_01_032,13DE0AFC4D817305C8BFB9902F72BC0C,Just promise you won't push yourself.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_032_LIP.jp_Event_01_032_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_032_LIP.en_Event_01_032_LIP,
Event_01_033,1534A83D4184CD9BC29B44A5E2B4136D,AAAAAGGHH!!!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_033_LIP.jp_Event_01_033_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_033_LIP.en_Event_01_033_LIP,
Event_01_034,38CC40CE42DFAA02CA18E8BED0550167,！,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_034_LIP.jp_Event_01_034_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_034_LIP.en_Event_01_034_LIP,
Event_01_035,B1CEFCE3480CFC5A5DCC4CA38CFD6F4B,FUGAFUGA,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_035_LIP.jp_Event_01_035_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_035_LIP.en_Event_01_035_LIP,
Event_01_036,D89010A04BABF6271B3BCEB9037684BF,How did they get inside?!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_036_LIP.jp_Event_01_036_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_036_LIP.en_Event_01_036_LIP,
Event_01_037,4D7A03D4436DE3EB7C93AF96128DA84A,The demons from the castle must have infested the ship!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_037_LIP.jp_Event_01_037_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_037_LIP.en_Event_01_037_LIP,
Event_01_038,D115FCF34EEE16D15A81349814040DC9,Then they can help me wake up these muscles of mine. I'll wipe the deck with them.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_01_038_LIP.jp_Event_01_038_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_01_038_LIP.en_Event_01_038_LIP,
Event_02_001,EE996EF5489DF8B8D7AB58A55BDD8058,"So, Sleeping Beauty. You've decided to awaken.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_001_LIP.jp_Event_02_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_001_LIP.en_Event_02_001_LIP,
Event_02_002,4D249064421814B89A7397A714790C92,Gebel! Tell me you didn't do this. It doesn't make any sense!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_002_LIP.jp_Event_02_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_002_LIP.en_Event_02_002_LIP,
Event_02_003,B2AFB81145C44BCCDB62EC82F299E891,How does it not? After all the sins humans wrought upon us? ,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_003_LIP.jp_Event_02_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_003_LIP.en_Event_02_003_LIP,
Event_02_004,6C2DFFD5450547640CB3808B3C6B1023,Johannes told me what they did to you.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_004_LIP.jp_Event_02_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_004_LIP.en_Event_02_004_LIP,
Event_02_005,EDE60842456A1F872AED429FECC8192C,"And you're right, it's horrible. But what you're doing now is just as bad!",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_005_LIP.jp_Event_02_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_005_LIP.en_Event_02_005_LIP,
Event_02_006,9B915BC84C7F4B79AE104DBC94146FC5,"No! No, there you are very wrong!",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_006_LIP.jp_Event_02_006_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_006_LIP.en_Event_02_006_LIP,
Event_02_007,79F2CFD14772B6AFE2E2D3920CA4841C,What the Alchemists did was reshuffle our bodies.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_007_LIP.jp_Event_02_007_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_007_LIP.en_Event_02_007_LIP,
Event_02_008,397C1FBC4122A901379B1FB4884E85FB,What I intend to do is reshuffle the world! I'd say I've earned the right.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_008_LIP.jp_Event_02_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_008_LIP.en_Event_02_008_LIP,
Event_02_009,3C0608C14904D193C73E199B95F1AA05,"Join me, Miriam.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_009_LIP.jp_Event_02_009_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_009_LIP.en_Event_02_009_LIP,
Event_02_010,C8EC86584201C1A13E6F48943203B267,You're the only one who understands the pain I feel. What it's like to no longer be human...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_010_LIP.jp_Event_02_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_010_LIP.en_Event_02_010_LIP,
Event_02_011,AAED64714D50CD29354E25987C22CA7E,What...? I never thought I'd hear those words from you.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_011_LIP.jp_Event_02_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_011_LIP.en_Event_02_011_LIP,
Event_02_012,D25299F74B67C1650F6617A36B56CFED,"I was the one that came to you broken, convinced I was a monster. And you told me—",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_012_LIP.jp_Event_02_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_012_LIP.en_Event_02_012_LIP,
Event_02_013,D940E33B480483E6E4777C9BEB4E1E64,This is nonsense.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_013_LIP.jp_Event_02_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_013_LIP.en_Event_02_013_LIP,
Event_02_014,5C5263C14BE165CF57415EB9C35EDBF0,You TOLD ME![br]…,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_014_LIP.jp_Event_02_014_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_014_LIP.en_Event_02_014_LIP,
Event_02_015,38382B0147A9901EB1A0D88EB10F2690,Our power doesn't make us good or bad. Our choices do.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_015_LIP.jp_Event_02_015_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_015_LIP.en_Event_02_015_LIP,
Event_02_016,D306487440DA8DAC444BBCBDDC208844,"I'd given up on my humanity, but you restored my hope. Don't you remember?!",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_016_LIP.jp_Event_02_016_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_016_LIP.en_Event_02_016_LIP,
Event_02_017,712AFF0A4708BA6E869F3FA7842D01A7,Ugh...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_017_LIP.jp_Event_02_017_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_017_LIP.en_Event_02_017_LIP,
Event_02_018,441E93EF44DAE8AD823A7A8216F19C3C,!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_018_LIP.jp_Event_02_018_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_018_LIP.en_Event_02_018_LIP,
Event_02_019,9F5BFC1E4487F909FBC22E963BFBB638,Master Gebel... We must return.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_019_LIP.jp_Event_02_019_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_019_LIP.en_Event_02_019_LIP,
Event_02_020,63D4711E48C45DFC36B7E38B8B973F99,![br]... Yes.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_020_LIP.jp_Event_02_020_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_020_LIP.en_Event_02_020_LIP,
Event_02_021,54BDDB5444708FF7FC36339AEE47546A,"Miriam, I tire of reminiscing with you.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_021_LIP.jp_Event_02_021_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_021_LIP.en_Event_02_021_LIP,
Event_02_022,AAFCF4AC473E15E691EC9DB6412DA5E3,"You're here to kill me, aren't you? Then first prove you can find me.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_022_LIP.jp_Event_02_022_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_022_LIP.en_Event_02_022_LIP,
Event_02_023,2F0AFBBE47BE7E124EFD029F74C1639C,"Along the way, you'll have no choice but to absorb shards and avail yourself of the powers of hell.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_023_LIP.jp_Event_02_023_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_023_LIP.en_Event_02_023_LIP,
Event_02_024,64004C06451A74C68A12038C18082A45,"If you can still claim to be human at the end of it all, then perhaps I might be more inclined to listen.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_024_LIP.jp_Event_02_024_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_024_LIP.en_Event_02_024_LIP,
Event_02_025,575C723046BAC222E133EBA4432416BA,"Come, Gremory. We're leaving.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_025_LIP.jp_Event_02_025_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_025_LIP.en_Event_02_025_LIP,
Event_02_026,C38A20E04509731670F370AD9132F97E,Gebel! Wait!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_026_LIP.jp_Event_02_026_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_026_LIP.en_Event_02_026_LIP,
Event_02_027,F0DA5F1A4F613AB1803E77A9DF2C1983,I saw it... just a flicker... That was the Gebel I know.  I will put a stop to all this.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_02_027_LIP.jp_Event_02_027_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_02_027_LIP.en_Event_02_027_LIP,
Event_03_001,E414EA7F49E85A8B2C1FB2B6029E9329,We're here.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_03_001_LIP.jp_Event_03_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_03_001_LIP.en_Event_03_001_LIP,
Event_03_002,0CB110D245BA606D3B7791BC4D0A8847,Was this a village? What happened to it...? The demons Gebel summoned?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_03_002_LIP.jp_Event_03_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_03_002_LIP.en_Event_03_002_LIP,
Event_03_003,3B1354F548B6FE2F66AA7A8D945B2095,"They've moved faster than we hoped. Miriam, we have to hurry. This was where we were supposed to meet our contact.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_03_003_LIP.jp_Event_03_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_03_003_LIP.en_Event_03_003_LIP,
Event_03_004,92E6230F4B5EA5B923BA9FB6B5543D38,"All right, but wait. Let me clear the area. There are still demons about.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_03_004_LIP.jp_Event_03_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_03_004_LIP.en_Event_03_004_LIP,
Event_03_005,CFAFB9A648D7B6CFA7E06FB2B321B7CE,Promise you'll be careful. I just hope that she's still safe...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_03_005_LIP.jp_Event_03_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_03_005_LIP.en_Event_03_005_LIP,
Event_04_001,0F5EF261416D59DC2BA5F580CE487300,"Thank you, Miriam.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_001_LIP.jp_Event_04_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_001_LIP.en_Event_04_001_LIP,
Event_04_002,FFA1C36E40D6B2957C7DED80C1CAF246,You know who I am? Then that means...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_002_LIP.jp_Event_04_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_002_LIP.en_Event_04_002_LIP,
Event_04_003,10A2D4B5496AE8C5966017A73CC9A309,"I'm sorry we couldn't get here sooner, Dominique.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_003_LIP.jp_Event_04_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_003_LIP.en_Event_04_003_LIP,
Event_04_004,3B9D2AC64B1DC1B6A64772AD474751DC,So this is our contact.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_004_LIP.jp_Event_04_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_004_LIP.en_Event_04_004_LIP,
Event_04_005,6C14BEE1425F9DA362B111816463FB20,"Yes, the Church sent me.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_005_LIP.jp_Event_04_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_005_LIP.en_Event_04_005_LIP,
Event_04_006,EBBB28CF4489D051F4A441964B31D6BB,"An exorcist? Then we're lucky to have you, Dominique.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_006_LIP.jp_Event_04_006_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_006_LIP.en_Event_04_006_LIP,
Event_04_007,A6B941324DEAC9CFA102E5AA30A2590C,"And the Church you, Miriam. Thank you for guiding her here, Johannes.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_007_LIP.jp_Event_04_007_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_007_LIP.en_Event_04_007_LIP,
Event_04_008,7C0AB39F42FDFE4BCF2BB09B0C628A7F,You wouldn't have asked if it wasn't important. But you should tell us why you need her. Miriam isn't one to shy away from danger...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_008_LIP.jp_Event_04_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_008_LIP.en_Event_04_008_LIP,
Event_04_009,7C7BC49543B7C8AD86283081706E05A8,but she deserves to be armed with all the facts.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_009_LIP.jp_Event_04_009_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_009_LIP.en_Event_04_009_LIP,
Event_04_010,CFE254DA46CFD70579C0D5AF6EF03BC0,Yes. Very well.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_010_LIP.jp_Event_04_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_010_LIP.en_Event_04_010_LIP,
Event_04_011,DAE02FDA46DAAC389FFC96970D766A39,I told you when I contacted you that the Shardbinder Gebel is responsible for summoning the castle.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_011_LIP.jp_Event_04_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_011_LIP.en_Event_04_011_LIP,
Event_04_012,17DA308D4E014343136FC79C98CD74FE,"Yes, there's no mistake about that. He admitted as much.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_012_LIP.jp_Event_04_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_012_LIP.en_Event_04_012_LIP,
Event_04_013,A71868254CF5CC5BF00638A3663E438B,What? You spoke to him?!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_013_LIP.jp_Event_04_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_013_LIP.en_Event_04_013_LIP,
Event_04_014,434D04154BCE883623D664901946F75A,Then let me get right to the point.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_014_LIP.jp_Event_04_014_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_014_LIP.en_Event_04_014_LIP,
Event_04_015,88F0C2274CB8088A9ADE99A82BEEF412,I find it curious that the outpouring of demons facilitated by one Shardbinder,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_015_LIP.jp_Event_04_015_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_015_LIP.en_Event_04_015_LIP,
Event_04_016,7F3AA7A64C20EA34AA98199CB00C10EF,just happens to coincide with the sudden awakening of the other Shardbinder after exactly ten years.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_016_LIP.jp_Event_04_016_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_016_LIP.en_Event_04_016_LIP,
Event_04_017,614E7570447FD5973E5704A0F29F73BD,"You're right, it is strange. But the Church doesn't get to drag Miriam into this just because the timing is odd.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_017_LIP.jp_Event_04_017_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_017_LIP.en_Event_04_017_LIP,
Event_04_018,8E63094547F0FE3EF71D17AC7D699EC4,"Oh, do you decide for her, then?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_018_LIP.jp_Event_04_018_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_018_LIP.en_Event_04_018_LIP,
Event_04_019,81BD9C184C93EEB79960698C609F2608,I asked you to bring her here so she could see the horrors that have befallen the village and make an informed choice.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_04_019_LIP.jp_Event_04_019_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_04_019_LIP.en_Event_04_019_LIP,
